"REC" "FRE" "MON" "CC_CARD" "AVRG" "PC_CALC20" "PSWEATERS" "PKNIT_TOPS" "PKNIT_DRES" "PBLOUSES" "PJACKETS" "PCAR_PNTS" "PCAS_PNTS" "PSHIRTS" "PDRESSES" "PSUITS" "POUTERWEAR" "PJEWELRY" "PFASHION" "PLEGWEAR" "PCOLLSPND" "AMSPEND" "PSSPEND" "CCSPEND" "AXSPEND" "OMONSPEND" "PREVPD" "GMP" "PROMOS" "DAYS" "FREDAYS" "MARKDOWN" "CLASSES" "COUPONS" "STYLES" "STORES" "STORELOY" "VALPHON" "WEB" "MAILED" "RESPONDED" "RESPONSERATE" "LTFREDAY" "CLUSTYPE" "PERCRET" "RESP" "hi_trans" "amount23" "amount456"
317 2 256 1 128 11 0 0 0 0 0.38 0.23 0 0.38 0 0 0 0 0 0 0.19 0 59 197 0 0 59 0.71 18 470 235 0 4 0 4 2 4642 "Y" 0 9 2 22.22 78.33 4 0 0 3.65273400747758 0 0
40 2 142.98 0 71.49 11 0 0.39 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 142.98 0 0 0 0.57 3 663 331.5 0.28 2 0 8 1 4609 "Y" 0 0 0 0 165.75 41 0 0 3.95795193731655 19.98 123
138 3 485.41 0 161.8 11 0.04 0 0 0.1 0.53 0.07 0.08 0.16 0 0 0 0 0 0 0.3 0 79.99 405.42 0 0 0 0.54 15 672 224 0.04 6 0 12 2 676 "N" 0 3 1 33.33 61.09 10 0 1 3.75980379245064 0 337.97
127 4 434.68 1 108.67 16 0.1 0 0.03 0.15 0.34 0.13 0 0.23 0 0 0 0 0 0 0.45 0 363.18 71.5 0 0 129.74 0.59 19 504 126 0.16 9 0 11 3 4577 "Y" 0 10 3 30 36 4 0 0 3.76329095162775 0 90.24
300 1 93.98 1 93.98 11 0 0 0 0.42 0.57 0 0 0 0 0 0 0 0 0 0 0 0 93.98 0 0 0 0.45 20 677 677 0.36 3 0 3 1 1604 "Y" 0 10 0 0 13.27 23 0 0 3.93710578579561 0 0
75 3 457.83 1 152.61 16 0.27 0.04 0.44 0.04 0 0 0 0 0.15 0 0 0.03 0 0 0 0 441.04 16.79 0 0 0 0.46 18 677 225.66 0.33 9 0 20 2 1635 "Y" 0 10 2 20 56.41 10 0 0 3.40186382620532 127.04 156.29
9 16 2924.32 1 182.77 16 0.25 0.04 0.04 0.06 0.14 0 0.1 0.09 0.13 0 0.02 0 0.01 0.01 0 0 2864.32 60 0 484 380.24 0.58 23 569 35.56 0.18 20 6 86 3 3041 "Y" 0 10 7 70 13.54 18 0.04 0 2.59674613154354 323.96 661.36
152 2 134.98 0 67.49 11 0 0 0 0.03 0 0 0.22 0 0 0.74 0 0 0 0 0 0 0 134.98 0 0 0 0.39 0 274 137 0.03 3 0 3 2 582 "Y" 0 0 0 0 91.33 30 0 0 4.09334406188852 0 34.99
203 1 81.49 0 81.49 16 0 0 0.66 0 0 0 0.24 0 0 0 0 0 0.09 0 0 0 73.99 7.5 0 0 0 0.4 7 473 473 0.25 4 0 4 2 2857 "Y" 0 1 0 0 157.66 10 0 0 3.92710864284619 0 0
10 7 374.86 1 53.55 16 0.6 0 0 0 0.2 0 0 0.12 0 0 0 0 0.06 0 0 0 325.87 24.5 24.49 40.5 0 0.33 16 607 86.71 0.27 6 0 18 3 2867 "Y" 0 9 4 44.44 23.34 18 0 1 3.75723879162728 102.43 99.96
230 2 181.99 0 90.99 11 0 0 0 0 0.54 0.45 0 0 0 0 0 0 0 0 0.86 0 0 181.99 0 0 0 0.61 5 245 122.5 0.08 3 0 3 1 665 "Y" 0 2 0 0 122.5 10 0 0 4.8343753286809 0 0
116 2 689.95 0 344.97 16 0 0.02 0.04 0.14 0.42 0.18 0 0.17 0 0 0 0 0 0 0.14 0 481.98 207.97 0 0 0 0.66 14 507 253.5 0.02 7 0 7 2 2514 "Y" 0 9 0 0 72.42 47 0 0 3.36970671457078 0 79.99
68 4 150.96 0 37.74 16 0.64 0.13 0.08 0 0 0 0.13 0 0 0 0 0 0 0 0 0 101.96 49 0 0 0 0.56 6 566 141.5 0.25 5 0 8 3 2543 "Y" 0 2 0 0 94.33 25 0 0 3.83686833182739 39.97 49
62 7 567.94 1 81.13 16 0.26 0.05 0 0.07 0.1 0.14 0.2 0.07 0 0 0 0 0.03 0.01 0 0 386.13 181.81 0 0 122.24 0.44 19 637 91 0.34 13 3 27 2 601 "Y" 0 9 4 44.44 18.2 3 0.02 1 2.76883167336207 39.98 254.48
100 3 160.97 0 53.65 16 0 0.09 0 0.18 0.18 0.29 0 0.14 0 0 0 0 0 0.09 0 0 101.98 58.99 0 0 48 0.44 9 465 155 0.25 6 0 8 3 850 "Y" 0 3 0 0 93 4 0 0 2.97348666460667 0 58.99
28 15 2951.46 1 196.76 16 0.28 0.01 0 0.07 0.16 0.14 0.07 0.06 0.02 0 0.01 0.01 0.08 0.004266 0 0 1912.66 1038.8 0 239 525.17 0.61 20 402 26.8 0.07 21 2 81 7 337 "Y" 0 5 2 40 7.3 18 0.03 0 2.72981169288372 970.92 360.46
46 5 399.8 1 79.96 11 0.22 0 0 0.07 0 0.01 0.17 0 0 0 0 0.03 0.02 0 0.01 0 117 282.8 0 0 0 0.66 3 585 117 0.05 7 0 17 4 37 "Y" 0 1 0 0 53.18 15 0.81 0 2.19277022698684 400 0
94 4 121.96 1 30.49 11 0.31 0 0 0.16 0.11 0 0 0.29 0 0 0 0 0.11 0 0 0 107.97 13.99 0 0 0 0.44 14 549 137.25 0.17 6 1 6 3 583 "Y" 0 8 2 25 30.5 3 0 0 3.16674007044767 0 100.98
51 3 385.24 1 128.41 11 0.15 0.04 0.21 0.3 0 0 0.16 0.11 0 0 0 0 0 0 0 0 152.25 232.99 0 0 0 0.61 18 404 134.66 0.13 7 0 12 2 2877 "Y" 0 7 2 28.57 67.33 38 0 1 3.01847176052348 57.99 152.25
61 3 217.07 1 72.35 11 0.42 0 0 0.01 0 0 0 0.22 0.13 0 0 0 0 0.08 0 0 0 217.07 0 0 0 0.27 1 63 21 0.44 6 1 12 3 499 "Y" 0 0 0 0 4.2 4 0.14 1 3.23671574299653 217.07 0
54 16 263.75 0 16.48 11 0.17 0 0 0.08 0.11 0.05 0 0 0 0 0 0.01 0.06 0.01 0 0 0 263.75 0 0 0 0.45 19 630 39.37 0.31 14 2 30 3 368 "Y" 0 10 3 30 18.52 15 1.35 0 1.89761985992753 113.9 -34.3
10 5 230.95 1 46.19 16 0.19 0 0.03 0.21 0.24 0.12 0.12 0 0 0 0 0 0.05 0 0 0 135.95 7.5 87.5 19 0 0.24 11 661 132.2 0.42 9 0 15 3 2956 "Y" 0 4 0 0 55.08 22 0 0 2.89867056071086 0 0
5 5 120.49 0 24.09 11 0 0 0 0.61 0 0.16 0 0 0 0 0 0 0.07 0 0 5 0 115.49 0 58 0 0.2 4 268 53.6 0.48 4 0 9 4 462 "N" 0 0 0 0 17.86 13 0.17 1 3.70721041079866 20.99 29
314 1 132 0 132 11 0 0 0 0 0.61 0.38 0 0 0 0 0 0 0 0 0 0 0 132 0 0 132 0.61 15 426 426 0.25 2 0 2 1 305 "Y" 0 5 0 0 142 22 0 0 3.96233581930174 0 0
46 13 798.84 1 61.44 16 0.31 0.02 0.08 0.04 0.14 0.03 0 0.17 0.17 0 0 0 0 0.009626 0 0 791.15 7.69 0 0 0 0.47 22 691 53.15 0.34 13 5 30 4 2800 "Y" 0 10 5 50 32.9 4 0 0 2.94811641961233 142.43 255.97
9 29 1375.61 1 47.43 16 0.25 0.02 0.03 0.1 0.04 0.1 0.02 0.12 0.01 0.05 0 0.008873 0.01 0 0 0 1352.76 22.85 0 245.99 174.71 0.17 23 687 23.68 0.38 21 4 81 6 2548 "Y" 0 10 5 50 6.24 25 0.22 1 2.40784560365154 124.69 236.37
90 1 72.39 0 72.39 11 0 0 0 0 0 0 0 0 0.67 0 0 0 0.32 0 0 0 0 72.39 0 0 0 0.46 0 90 90 0.33 2 0 2 1 4609 "Y" 0 0 0 0 90 5 0 0 4.02962824750241 72.39 0
149 4 201.96 1 50.49 11 0.09 0 0 0.48 0 0 0 0.41 0 0 0 0 0 0 0 0 0 141.98 59.98 0 0 0.58 19 519 129.75 0.14 4 0 7 2 65 "Y" 0 9 1 11.11 51.9 24 0 0 3.73313554536847 0 25
201 1 268 1 268 11 0.14 0 0 0 0.41 0.44 0 0 0 0 0 0 0 0 0.22 0 0 268 0 0 0 0.64 14 495 495 0.08 3 1 4 1 4545 "Y" 0 9 1 11.11 247.5 25 0 0 3.77757690887522 0 0
17 10 1377.38 1 137.73 11 0.61 0.04 0.04 0.03 0.03 0 0.06 0 0 0 0.02 0.008254 0.06 0.009301 0 0 11.24 1366.14 0 130.5 221.96 0.42 19 696 69.6 0.33 17 5 76 2 394 "Y" 0 10 6 60 11.6 10 0.05 1 3.67046086858992 77.85 481.4
355 1 79 0 79 11 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 79 0 0 0 0.56 5 581 581 0.19 1 0 2 1 4685 "Y" 0 2 0 0 193.66 28 0 0 4.60517018598809 0 0
56 3 126.96 1 42.32 16 0.13 0 0 0 0 0.32 0 0 0.36 0 0 0 0 0 0 0 49.99 76.97 0 0 49.99 0.4 12 702 234 0.22 3 0 5 2 2845 "Y" 0 6 2 33.33 54 1 0.22 0 3.23040906068187 0 76.97
134 5 401.46 1 80.29 11 0.07 0 0.09 0.37 0.14 0.07 0 0 0 0 0.11 0 0.01 0.09 0 0 0 401.46 0 0 0 0.47 20 571 114.2 0.16 9 0 12 1 125 "Y" 0 8 1 12.5 33.58 5 0 1 3.03543364040554 0 89.98
243 4 158.99 0 39.74 11 0 0 0 0.14 0 0 0 0 0 0.65 0 0 0 0 0 0 0 158.99 0 0 0 0.58 14 693 173.25 0.08 3 0 4 3 221 "Y" 0 6 0 0 69.3 4 0.25 0 3.79211270875559 0 0
352 1 129.99 0 129.99 11 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 129.99 0 0 0 0.65 16 352 352 0.17 1 0 1 1 114 "Y" 0 6 0 0 352 5 0 0 4.60517018598809 0 0
5 55 11230.06 0 204.18 16 0.18 0.04 0.09 0.11 0.11 0.04 0.12 0.05 0.13 0 0.03 8.5e-05 0.005982 0.001591 0 0 8757.72 29.99 2442.35 735.91 1183.97 0.55 24 700 12.72 0.17 27 11 387 15 2756 "Y" 0 11 11 100 4.34 4 0.04 1 2.40514168131914 1304.15 3085.57
14 27 1766.99 1 65.44 11 0.17 0.02 0.08 0.11 0.14 0.09 0.09 0.05 0.02 0 0 0.01 0.05 0 0.03 83.18 59.39 1624.42 0 513.39 0 0.41 17 677 25.07 0.38 23 3 87 3 291 "Y" 0 10 4 40 9.27 12 0.15 1 2.24601474150565 212.24 970.14
52 9 325.4 0 36.15 16 0.44 0.04 0 0.04 0.08 0.08 0.12 0.06 0 0 0 0 0 0 0 0 310.4 15 0 0 0 0.34 17 509 56.55 0.33 8 0 18 6 2729 "N" 0 7 3 42.86 20.36 1 0.13 0 3.16884489126264 44.97 83.98
71 5 267.39 0 53.47 11 0.1 0.07 0.06 0 0.18 0.22 0.23 0.11 0 0 0 0 0 0 0 0 19.99 247.4 0 0 0 0.34 15 657 131.4 0.22 8 0 10 4 840 "Y" 0 9 2 22.22 23.46 38 0 0 2.84839168565528 149.43 0
159 7 2710.75 1 387.25 16 0.17 0.02 0.03 0.09 0.21 0.1 0.007751 0.13 0.06 0 0 0 0.09 0 0.13 0 2597.05 113.7 0 0 0 0.66 15 295 42.14 0.1 17 1 68 3 2839 "Y" 0 6 0 0 24.58 5 0.02 0 2.69192081917233 0 24.9
76 13 2085.57 0 160.42 16 0.28 0.01 0.01 0.1 0.22 0.02 0.04 0.08 0.09 0 0 0.03 0.03 0.02 0.04 0 1311.46 774.11 0 0 89.23 0.59 25 653 50.23 0.11 23 1 65 3 588 "Y" 0 11 6 54.55 18.13 10 0 1 2.83438912314523 130.47 234.97
257 1 112 0 112 11 0 0 0 0 0 0 0 0 0.75 0 0 0 0.25 0 0 0 0 112 0 0 0 0.72 4 257 257 0 2 0 2 1 248 "Y" 0 1 0 0 257 38 0 0 4.13516655674236 0 0
36 3 270.2 1 90.06 11 0 0 0 0.1 0.69 0 0 0.19 0 0 0 0 0 0 0.69 0 181.1 89.1 0 0 0 0.69 7 490 163.33 0.05 3 1 4 3 4744 "Y" 0 2 0 0 49 23 0 0 4.62428630318032 99 0
167 3 223.99 1 74.66 11 0.29 0 0 0 0.3 0 0 0 0.08 0 0 0.13 0.17 0 0 0 0 206 17.99 0 0 0.65 20 461 153.66 0.05 6 0 7 3 2691 "Y" 0 10 2 20 57.62 11 0 0 3.18055071054653 0 108
210 1 70 0 70 11 0.39 0 0.42 0 0.17 0 0 0 0 0 0 0 0 0 0 0 0 70 0 0 0 0 2 579 579 0.49 3 0 6 1 773 "Y" 0 0 0 0 193 11 0 0 3.61037722595898 0 0
291 1 92.96 0 92.96 11 0 0 0 0.54 0 0 0.45 0 0 0 0 0 0 0 0 0 0 92.96 0 0 0 0.47 3 291 291 0.33 2 0 4 1 364 "Y" 0 2 0 0 291 22 0 0 3.92118094321291 0 0
177 3 321.09 0 107.03 16 0.48 0.02 0 0 0.14 0 0 0 0.3 0 0 0 0.03 0.01 0 0 200.72 120.37 0 0 148.09 0.53 17 403 134.33 0.2 7 0 11 2 71 "Y" 0 7 1 14.29 57.57 16 0 0 3.55706087949309 0 137
4 6 1277.42 0 212.9 11 0.17 0 0.03 0.09 0.14 0.04 0.13 0.23 0.02 0 0.03 0.02 0.05 0 0.2 0 86.25 1191.17 0 60 587.2 0.55 18 666 111 0.21 18 0 32 3 4633 "N" 0 6 1 16.67 41.62 18 0 0 2.90908446682832 32.98 0
50 3 263.68 1 87.89 11 0.07 0.03 0.14 0.01 0 0.11 0.2 0.21 0 0 0 0.04 0.14 0 0 0 0 263.68 0 0 0 0.41 10 677 225.66 0.21 11 0 13 1 368 "Y" 0 6 0 0 67.7 18 0 0 2.72981169288372 47.97 215.71
145 3 366.84 1 122.28 11 0.06 0 0 0.13 0.4 0.22 0 0.08 0 0 0 0 0 0 0.35 0 0 366.84 0 0 0 0.55 11 306 102 0.11 7 1 9 1 122 "Y" 0 3 0 0 27.81 16 0.09 0 3.60059453924636 0 170.07
282 2 288.78 0 144.39 16 0 0 0 0.2 0 0 0 0 0.08 0 0.48 0 0.14 0.08 0 0 223.48 65.3 0 0 0 0.5 9 581 290.5 0.35 6 0 10 2 2956 "Y" 0 4 0 0 44.69 18 0 1 3.43366457179966 0 0
91 2 143.06 0 71.53 11 0.47 0 0 0 0 0 0.34 0.06 0 0 0 0 0 0.1 0 0 0 92.99 50.07 0 0 0.35 8 337 168.5 0.23 4 0 9 2 4507 "Y" 0 3 1 33.33 112.33 10 0 0 3.59511807429946 0 50.07
37 3 385.96 0 128.65 11 0 0 0 0.04 0.46 0.12 0 0.2 0 0 0 0.002591 0.15 0 0.38 0 0 385.96 0 0 0 0.61 19 629 209.66 0.03 8 0 8 2 322 "N" 0 8 1 12.5 78.62 11 0 0 3.79840627864118 60 0
231 2 276.45 0 138.22 11 0 0 0.06 0 0.32 0.19 0 0 0.25 0 0 0 0.02 0.03 0.77 0 22.98 253.47 0 0 0 0.67 3 437 218.5 0.04 6 0 9 2 37 "Y" 0 0 0 0 62.42 1 0.1 0 4.41037110768302 0 0
5 4 392.93 1 98.23 16 0.02 0 0 0.07 0.43 0 0 0.38 0 0 0 0.04 0 0 0 0 345.93 47 0 186.99 0 0.47 1 631 157.75 0.2 7 1 13 2 1603 "Y" 1 0 0 0 21.75 2 0.04 0 3.52900408614981 103.48 0
336 1 463.98 0 463.98 16 0.31 0 0 0.05 0.17 0 0 0.24 0 0.21 0 0 0 0 0 0 339 124.98 0 0 0 0.66 16 636 636 0 5 0 8 2 2884 "Y" 0 10 1 10 79.5 4 0 0 3.16968558067743 0 0
127 6 563.43 0 93.9 11 0.36 0 0.03 0.05 0.17 0 0.13 0 0 0.21 0 0 0 0.02 0 0 0 563.43 0 0 0 0.58 6 521 86.83 0.05 8 0 18 1 1650 "Y" 0 2 0 0 37.21 10 0 0 3.13505933877509 0 147.46
341 2 98 0 49 11 0 0 0 0 0 0.43 0.28 0 0 0 0 0 0 0 0.43 0 39 59 0 0 0 0.59 4 632 316 0.12 2 0 3 2 638 "N" 0 2 0 0 90.28 8 0.39 0 3.81087582342319 0 0
227 1 58 0 58 11 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 58 0 0 0 0.67 24 227 227 0 1 0 1 1 4632 "N" 0 10 0 0 227 38 0 0 4.60517018598809 0 0
18 9 646.08 1 71.78 16 0.21 0.06 0 0.02 0.16 0.03 0.06 0 0 0 0.15 0 0 0 0 0 603.34 42.74 0 0 199.99 0.43 19 649 72.11 0.33 11 1 20 5 2857 "Y" 0 6 2 33.33 30.9 10 0.36 1 2.38600670113312 0 151.71
242 1 154.95 0 154.95 11 0.5 0 0 0.11 0 0.38 0 0 0 0 0 0 0 0 0.38 0 57.97 96.98 0 0 0 0.48 1 242 242 0.24 3 0 5 2 83 "N" 0 0 0 0 121 4 0 0 4.01908207772155 0 0
114 2 188.99 0 94.49 11 0.2 0 0 0.35 0 0 0.25 0.17 0 0 0 0 0 0 0 0 0 188.99 0 0 0 0.63 6 266 133 0.07 5 0 6 1 127 "Y" 0 0 0 0 133 17 0 0 3.29361217098222 0 175
45 3 511.84 1 170.61 11 0.19 0.07 0.04 0 0 0 0.14 0 0.25 0.19 0 0 0.09 0 0 17.5 172.99 321.35 0 0 0 0.29 21 678 226 0.42 9 0 27 3 262 "Y" 0 8 1 12.5 45.2 10 0 0 2.86789890204411 184.56 192.28
79 2 528.99 0 264.49 11 0 0 0.06 0.18 0 0 0 0.2 0.55 0 0 0 0 0 0 0 0 528.99 0 0 0 0.66 4 414 207 0.02 4 0 9 1 830 "Y" 0 4 0 0 103.5 8 0 0 3.64414356027254 528.99 0
72 10 1155.11 1 115.51 11 0.47 0 0.02 0.03 0 0.23 0.08 0.07 0.04 0 0 0 0 0.02 0 0 0 1155.11 0 0 85 0.56 18 401 40.1 0.22 10 2 32 2 260 "Y" 0 7 3 42.86 16.04 38 0 1 3.40186382620532 66.49 336.97
329 1 206 0 206 16 0.21 0 0 0 0.55 0 0 0.23 0 0 0 0 0 0 0 0 157.84 48.16 0 0 206 0.65 11 329 329 0.17 3 0 4 2 4515 "Y" 0 4 0 0 82.25 8 0 0 3.7052448082002 0 0
10 2 73.89 0 36.94 16 0.55 0.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61.89 12 0 37.39 0 0.28 3 566 283 0.48 3 0 7 3 2993 "Y" 0 0 0 0 62.88 16 0 1 3.92395157629342 0 0
5 7 839.4 1 119.91 11 0.13 0.08 0 0 0.11 0.09 0 0.11 0 0.32 0 0.05 0.01 0.01 0 0 19.23 820.17 0 224.99 54.98 0.55 19 622 88.85 0.2 14 0 28 2 149 "Y" 0 8 2 25 17.27 5 0.11 0 2.85647020622048 0 0
350 1 237.96 0 237.96 11 0 0 0 0 0 0 0 0 0.66 0 0 0 0.28 0.05 0 0 0 237.96 0 0 0 0.71 14 350 350 0.03 3 0 4 1 4659 "Y" 0 6 0 0 350 7 0 0 3.96081316959758 0 0
13 18 1192.4 1 66.24 11 0.05 0.01 0 0.09 0.21 0.09 0.06 0.05 0.07 0.05 0 0 0.05 0.02 0.06 0 0 809.54 382.86 99.98 147.73 0.51 23 442 24.55 0.17 18 3 45 2 858 "Y" 0 9 5 55.56 10.27 18 0.24 0 2.22678337957776 285.85 81.98
76 8 645.45 0 80.68 16 0.15 0.02 0 0.07 0.12 0.17 0.09 0 0.22 0 0 0.04 0.03 0.04 0 0 506.49 14.99 123.97 0 161.45 0.56 7 539 67.37 0.14 14 0 24 4 1690 "N" 0 6 3 50 41.46 16 0 0 2.65745841498615 68.99 152.04
9 2 313.5 0 156.75 11 0.09 0 0.46 0 0 0 0 0 0 0 0.44 0 0 0 0 0 139.5 174 0 174 0 0.61 8 274 137 0.3 4 0 6 2 4569 "N" 0 6 0 0 137 10 0 0 3.73862154600875 0 0
264 5 318.87 1 63.77 16 0.2 0 0 0.11 0.3 0 0 0.11 0 0 0 0 0 0 0 0 223.47 95.4 0 0 0 0.58 21 572 114.4 0.2 4 2 8 2 2878 "Y" 0 10 0 0 57.2 1 0.36 0 2.76064265122138 0 0
73 5 717.19 0 143.43 11 0.13 0 0.08 0.06 0.15 0.08 0.14 0.14 0.03 0.13 0 0.01 0 0 0.08 0 0 717.19 0 0 22.49 0.56 18 499 99.8 0.25 15 0 20 1 4632 "Y" 0 9 4 44.44 45.36 11 0 0 2.55722731136763 84.48 0
6 18 1654.19 1 91.89 16 0.03 0.02 0.01 0.13 0.34 0.02 0.03 0.26 0.07 0 0 0 0.01 0.01 0 0 1008.89 12.5 632.8 298.95 0 0.57 12 607 33.72 0.12 18 3 53 5 1690 "Y" 0 5 1 20 11.24 28 0.02 1 3.08328517056185 0 454.86
61 10 732.9 0 73.29 16 0.09 0.06 0 0.12 0.28 0.1 0 0.12 0 0.13 0 0 0.04 0.01 0 0 475.93 256.97 0 0 129.98 0.57 18 664 66.4 0.13 13 0 20 4 325 "Y" 1 8 4 50 23.71 16 0 1 2.75556971707019 106.97 206.99
138 2 321.96 0 160.98 11 0.09 0 0.2 0.1 0.33 0 0 0 0.26 0 0 0 0 0 0 0 0 226 95.96 0 0 0.66 7 229 114.5 0 6 0 7 2 140 "N" 0 2 0 0 45.8 25 0 0 3.18800416120111 0 95.96
1 15 849.28 1 56.61 11 0.26 0.09 0.12 0.02 0 0.05 0.02 0.11 0.06 0 0 0 0.01 0.1 0 0 504.97 344.31 0 113.99 0 0.58 21 687 45.8 0.23 14 1 34 3 291 "Y" 0 10 3 30 20.81 8 0.12 0 2.55256529826182 167.45 93.5
95 2 178.46 0 89.23 11 0 0 0 0 0.44 0.15 0.21 0.11 0 0 0 0.05 0 0 0 0 0 178.46 0 0 0 0.42 2 243 121.5 0.31 7 0 7 2 2620 "Y" 0 0 0 0 34.71 10 0 1 3.36901848329792 0 104.97
29 1 83 0 83 11 0.45 0 0 0.54 0 0 0 0 0 0 0 0 0 0 0 0 0 83 0 83 0 0.5 0 29 29 0.38 2 1 4 1 121 "Y" 0 0 0 0 3.22 16 0 0 3.92038792175977 0 0
42 6 201.26 1 33.54 11 0.41 0 0 0 0 0 0 0 0 0 0 0 0.41 0 0 0 41.3 159.96 0 0 0 0.43 17 693 115.5 0.39 3 0 9 2 313 "Y" 0 5 0 0 40.76 10 0.2 0 3.53863779078339 11.99 0
321 1 109.96 1 109.96 11 0.18 0 0.27 0.18 0 0 0 0.36 0 0 0 0 0 0 0 0 0 109.96 0 0 109.96 0.51 23 596 596 0 4 0 4 1 559 "Y" 0 10 1 10 119.2 15 0 0 3.3057871968575 0 0
250 1 69.97 0 69.97 11 0 0 0 0.29 0.4 0 0 0 0.29 0 0 0 0 0 0.29 0 0 69.97 0 0 0 0 15 381 381 0.3 3 0 3 1 426 "Y" 0 5 0 0 76.2 10 0 0 3.76096753050819 0 0
16 7 762.92 1 108.98 16 0.41 0 0.08 0.06 0.17 0.08 0 0.1 0.07 0 0 0 0 0 0 0 553.71 146.71 62.5 49 164.97 0.47 27 637 91 0.25 8 1 27 7 3899 "N" 0 9 2 22.22 24.5 18 0 0 3.15657479867082 214 0
272 1 236.45 0 236.45 11 0.25 0 0 0 0.38 0.21 0.12 0 0 0 0 0.02 0 0 0 0 0 236.45 0 0 0 0.54 6 272 272 0.1 5 0 6 1 7 "N" 0 2 0 0 27.2 10 0 1 3.29842610362621 0 0
186 2 121 0 60.5 16 0.33 0 0 0 0 0 0.57 0 0 0 0 0 0 0.09 0 0 84 37 0 0 0 0.29 4 639 319.5 0.33 3 0 6 2 5120 "Y" 0 2 0 0 91.28 1 0 0 3.79391491694782 0 0
3 14 944.37 0 67.45 11 0.07 0 0.02 0.16 0.09 0 0 0.04 0 0 0 0 0.008755 0 0 0 321.42 622.95 0 172 0 0.61 7 164 11.71 0.09 11 0 50 6 2854 "N" 0 2 2 100 3.21 50 1.41 0 1.50185270175416 284.39 487.98
326 1 148 0 148 11 0 0 0 0 0.66 0 0 0.33 0 0 0 0 0 0 1 0 0 148 0 0 148 0.72 14 326 326 0 2 0 2 1 304 "N" 0 4 0 0 326 10 0 0 5.04793107883995 0 0
9 13 216.45 0 16.65 11 0.14 0.06 0 0 0 0.08 0 0.09 0.18 0 0 0 0.13 0 0 0 2.5 181.47 32.48 10 29.99 0.21 5 605 46.53 0.42 11 0 18 4 2936 "N" 0 3 1 33.33 27.5 4 0.43 0 2.20497226412705 53.98 0
335 1 129.98 0 129.98 11 0 0 0 0 0.61 0.38 0 0 0 0 0 0 0 0 0 0 0 129.98 0 0 0 0.55 17 335 335 0 2 0 2 1 499 "Y" 0 4 0 0 167.5 1 0 0 3.96385615406816 0 0
141 2 186.99 0 93.49 11 0.26 0 0 0.31 0.42 0 0 0 0 0 0 0 0 0 0 0 0 186.99 0 0 0 0.58 19 631 315.5 0.09 3 0 4 1 4644 "Y" 0 9 1 11.11 157.75 1 0 0 3.54904250892614 0 79.99
96 2 101.99 0 50.99 11 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 101.99 0 0 0 0.65 0 692 346 0 1 0 3 1 588 "Y" 0 0 0 0 138.4 15 0 0 4.60517018598809 0 63.99
40 6 612.99 1 102.16 11 0.05 0.01 0.01 0.1 0.35 0.26 0.02 0 0 0 0 0 0.006138 0.01 0.08 0 25.19 587.8 0 0 0 0.68 18 648 108 0.11 10 1 17 3 2788 "Y" 0 7 1 14.29 32.4 6 0.16 0 3.10368941505908 14.99 117
5 4 212.94 1 53.23 16 0 0 0 0 0.14 0.18 0.12 0.24 0.14 0 0 0 0.02 0.01 0 0 0 212.94 0 33.01 0 0.22 20 679 169.75 0.21 9 0 10 2 2757 "Y" 0 9 2 22.22 16.97 12 0.14 1 2.71204222237175 49.98 94.96
40 5 356.46 0 71.29 11 0.45 0.05 0 0 0 0.16 0.19 0 0.11 0 0 0.01 0 0 0.16 0 0 321.48 34.98 0 0 0.56 15 644 128.8 0.23 6 0 12 3 304 "Y" 0 5 0 0 71.55 25 0 0 3.44903471107632 41.99 59
302 2 265 0 132.5 16 0.18 0 0 0 0 0.44 0 0.36 0 0 0 0 0 0 0.4 0 167 98 0 0 0 0.68 12 343 171.5 0.06 3 0 6 3 2834 "N" 0 5 0 0 114.33 23 0 0 3.98024224440529 0 0
192 2 522 0 261 11 0.12 0 0 0.06 0.28 0.22 0.07 0 0.12 0 0 0 0.07 0.02 0.41 0 0 522 0 0 168 0.65 17 581 290.5 0.1 10 0 14 1 65 "Y" 0 10 2 20 64.55 12 0 0 3.56840530064606 0 0
31 6 175.94 1 29.32 11 0.17 0 0 0.32 0.3 0.19 0 0 0 0 0 0 0 0 0 0 58 53.98 63.96 0 0 0.36 7 471 78.5 0.22 4 0 8 4 2554 "Y" 0 2 1 50 42.81 4 0 0 3.29249796473881 13.99 77.99
323 1 196 0 196 11 0 0 0 0 0.65 0.34 0 0 0 0 0 0 0 0 0 0 0 196 0 0 196 0.7 12 323 323 0 2 0 2 1 453 "N" 0 4 0 0 323 10 0 0 4.00149801185575 0 0
257 4 291.4 1 72.85 11 0.57 0 0 0 0.22 0 0.12 0 0 0 0 0 0 0 0 0 0 291.4 0 0 201.4 0.59 17 323 80.75 0.19 5 0 11 2 383 "Y" 0 6 0 0 80.75 1 0.07 0 3.69012867351437 0 0
